nftId,fileName,cardId,name,bitcoinText,sticker,fortune,power,rarity
504,0504.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,50B in Bitcoin,9,Uncommon
505,0505.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,10B in Bitcoin,2,Rare
506,0506.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,5B in Bitcoin,3,Uncommon
507,0507.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,5,Super Rare
508,0508.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,5B in Bitcoin,1,Uncommon
509,0509.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,10,Common
510,0510.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,1,Rare
511,0511.webp,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,50B in Bitcoin,6,Rare
512,0512.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,10B in Bitcoin,5,Common
513,0513.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,10B in Bitcoin,3,Rare
514,0514.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,10B in Bitcoin,4,Super Rare
515,0515.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,10B in Bitcoin,4,Rare
516,0516.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,1,Ultra Rare
517,0517.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,5B in Bitcoin,2,Common
518,0518.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,2,Rare
519,0519.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,5B in Bitcoin,4,Rare
520,0520.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,4,Uncommon
521,0521.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,8,Uncommon
522,0522.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,1,Super Rare
523,0523.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,1B in Bitcoin,8,Uncommon
524,0524.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,5,Uncommon
525,0525.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,5B in Bitcoin,10,Uncommon
526,0526.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,7,Super Rare
527,0527.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,2,Uncommon
528,0528.webp,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,3,Super Rare
529,0529.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,2,Common
530,0530.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,8,Common
531,0531.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,5B in Bitcoin,5,Rare
532,0532.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,5B in Bitcoin,6,Common
533,0533.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,2B in Bitcoin,5,Common
534,0534.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,6,Common
535,0535.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,5B in Bitcoin,10,Common
536,0536.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,1B in Bitcoin,3,Rare
537,0537.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,10B in Bitcoin,8,Common
538,0538.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,5B in Bitcoin,8,Common
539,0539.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,8,Common
540,0540.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,1B in Bitcoin,10,Rare
541,0541.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,3,Uncommon
542,0542.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,8,Common
543,0543.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,2,Uncommon
544,0544.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,50B in Bitcoin,1,Common
545,0545.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,5B in Bitcoin,6,Uncommon
546,0546.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,9,Uncommon
547,0547.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,1B in Bitcoin,3,Common
548,0548.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,8,Uncommon
549,0549.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,1B in Bitcoin,9,Uncommon
550,0550.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,2,Uncommon
551,0551.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,5B in Bitcoin,6,Rare
552,0552.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,50B in Bitcoin,10,Common
553,0553.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,1B in Bitcoin,1,Common
554,0554.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,10B in Bitcoin,3,Common
555,0555.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,3,Common
556,0556.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,5B in Bitcoin,7,Common
557,0557.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,10,Super Rare
558,0558.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,10B in Bitcoin,3,Common
559,0559.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,50B in Bitcoin,4,Common
560,0560.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,5B in Bitcoin,4,Common
561,0561.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,7,Uncommon
562,0562.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,2B in Bitcoin,3,Uncommon
563,0563.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,9,Uncommon
564,0564.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,8,Ultra Rare
565,0565.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,4,Uncommon
566,0566.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,4,Ultra Rare
567,0567.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,2B in Bitcoin,7,Common
568,0568.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,5B in Bitcoin,10,Uncommon
569,0569.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,5B in Bitcoin,3,Uncommon
570,0570.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,2B in Bitcoin,8,Common
571,0571.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,5B in Bitcoin,1,Common
572,0572.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,1B in Bitcoin,9,Uncommon
573,0573.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,5,Rare
574,0574.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,5,Uncommon
575,0575.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,10B in Bitcoin,5,Super Rare
576,0576.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,9,Common
577,0577.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,5B in Bitcoin,2,Uncommon
578,0578.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,10B in Bitcoin,7,Rare
579,0579.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,5B in Bitcoin,3,Uncommon
580,0580.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,10B in Bitcoin,6,Ultra Rare
581,0581.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,6,Uncommon
582,0582.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,9,Common
583,0583.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,8,Common
584,0584.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,6,Rare
585,0585.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,1,Common
586,0586.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,4,Uncommon
587,0587.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,2,Common
588,0588.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,5B in Bitcoin,4,Uncommon
589,0589.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,10B in Bitcoin,3,Common
590,0590.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,5B in Bitcoin,2,Rare
591,0591.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,1,Common
592,0592.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,5B in Bitcoin,1,Common
593,0593.webp,13,Nathan Ellington,Bitcoin: tech hero!,Orange,2B in Bitcoin,10,Common
594,0594.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,10B in Bitcoin,9,Ultra Rare
595,0595.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,10B in Bitcoin,7,Uncommon
596,0596.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,3,Uncommon
597,0597.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,50B in Bitcoin,9,Uncommon
598,0598.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,1B in Bitcoin,5,Common
599,0599.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,5B in Bitcoin,5,Common
600,0600.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,5B in Bitcoin,6,Common
601,0601.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,3,Common
602,0602.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,3,Common
603,0603.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,5B in Bitcoin,8,Uncommon
604,0604.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,10B in Bitcoin,3,Super Rare
605,0605.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,2B in Bitcoin,10,Super Rare
606,0606.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,3,Rare
607,0607.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,5B in Bitcoin,5,Uncommon
608,0608.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,9,Rare
609,0609.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,8,Super Rare
610,0610.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,2B in Bitcoin,4,Uncommon
611,0611.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,5B in Bitcoin,1,Uncommon
612,0612.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,1B in Bitcoin,4,Uncommon
613,0613.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,50B in Bitcoin,10,Rare
614,0614.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,10B in Bitcoin,10,Common
615,0615.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,9,Common
616,0616.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,1B in Bitcoin,3,Uncommon
617,0617.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,10B in Bitcoin,9,Common
618,0618.webp,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,4,Uncommon
619,0619.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,1B in Bitcoin,10,Common
620,0620.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,2,Rare
621,0621.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,1B in Bitcoin,1,Ultra Rare
622,0622.webp,13,Nathan Ellington,Bitcoin: tech hero!,Orange,5B in Bitcoin,9,Rare
623,0623.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,8,Ultra Rare
624,0624.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,2B in Bitcoin,2,Rare
625,0625.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,10,Rare
626,0626.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,5B in Bitcoin,2,Common
627,0627.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,2B in Bitcoin,5,Uncommon
628,0628.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,5B in Bitcoin,1,Common
629,0629.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,7,Common
630,0630.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,10,Uncommon
631,0631.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,10,Uncommon
632,0632.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,1,Ultra Rare
633,0633.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,10B in Bitcoin,5,Rare
634,0634.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,10,Super Rare
635,0635.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,10B in Bitcoin,2,Legendary
636,0636.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,1,Super Rare
637,0637.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,6,Uncommon
638,0638.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,5B in Bitcoin,1,Common
639,0639.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,3,Common
640,0640.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,7,Rare
641,0641.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,5B in Bitcoin,10,Common
642,0642.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,3,Super Rare
643,0643.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,1B in Bitcoin,8,Common
644,0644.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,7,Uncommon
645,0645.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,6,Uncommon
646,0646.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,10B in Bitcoin,1,Rare
647,0647.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,10B in Bitcoin,3,Uncommon
648,0648.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,2,Rare
649,0649.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,1,Uncommon
650,0650.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,10,Super Rare
651,0651.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,9,Common
652,0652.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,5B in Bitcoin,5,Ultra Rare
653,0653.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,5B in Bitcoin,1,Rare
654,0654.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,2B in Bitcoin,8,Rare
655,0655.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,4,Common
656,0656.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,6,Common
657,0657.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,7,Uncommon
658,0658.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,9,Uncommon
659,0659.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,5,Common
660,0660.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,2B in Bitcoin,8,Uncommon
661,0661.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,1B in Bitcoin,2,Rare
662,0662.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,5B in Bitcoin,3,Super Rare
663,0663.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,50B in Bitcoin,8,Uncommon
664,0664.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,6,Common
665,0665.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,6,Super Rare
666,0666.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,10B in Bitcoin,4,Common
667,0667.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,10B in Bitcoin,10,Common
668,0668.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,10,Uncommon
669,0669.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,9,Super Rare
670,0670.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,2B in Bitcoin,2,Uncommon
671,0671.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,1,Common
672,0672.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,2,Common
673,0673.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,10B in Bitcoin,4,Rare
674,0674.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,5B in Bitcoin,8,Uncommon
675,0675.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,9,Super Rare
676,0676.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,2B in Bitcoin,2,Uncommon
677,0677.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,5B in Bitcoin,9,Rare
678,0678.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,4,Uncommon
679,0679.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,5B in Bitcoin,1,Uncommon
680,0680.webp,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,6,Common
681,0681.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,10,Common
682,0682.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,2B in Bitcoin,1,Super Rare
683,0683.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,3,Uncommon
684,0684.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,4,Common
685,0685.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,2B in Bitcoin,9,Rare
686,0686.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,5B in Bitcoin,8,Rare
687,0687.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,50B in Bitcoin,8,Common
688,0688.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,1,Uncommon
689,0689.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,1B in Bitcoin,10,Common
690,0690.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,1,Rare
691,0691.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,50B in Bitcoin,7,Common
692,0692.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,9,Super Rare
693,0693.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,9,Common
694,0694.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,1B in Bitcoin,1,Common
695,0695.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,5B in Bitcoin,7,Common
696,0696.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,10B in Bitcoin,5,Super Rare
697,0697.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,2B in Bitcoin,3,Common
698,0698.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,4,Uncommon
699,0699.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,1,Rare
700,0700.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,1B in Bitcoin,8,Common
701,0701.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,1B in Bitcoin,10,Common
702,0702.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,8,Uncommon
703,0703.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,9,Uncommon
704,0704.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,2B in Bitcoin,5,Uncommon
705,0705.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,5,Common
706,0706.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,10B in Bitcoin,8,Common
707,0707.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,5B in Bitcoin,4,Rare
708,0708.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,2B in Bitcoin,9,Common
709,0709.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,10B in Bitcoin,10,Common
710,0710.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,1B in Bitcoin,3,Common
711,0711.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,10B in Bitcoin,9,Rare
712,0712.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,5,Uncommon
713,0713.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,8,Common
714,0714.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,5B in Bitcoin,9,Common
715,0715.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,8,Common
716,0716.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,10B in Bitcoin,5,Common
717,0717.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,9,Common
718,0718.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,4,Uncommon
719,0719.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,5B in Bitcoin,10,Common
720,0720.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,3,Uncommon
721,0721.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,1B in Bitcoin,5,Rare
722,0722.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,2B in Bitcoin,3,Uncommon
723,0723.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,5B in Bitcoin,10,Uncommon
724,0724.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,1,Common
725,0725.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,10,Common
726,0726.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,8,Common
727,0727.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,5B in Bitcoin,9,Rare
728,0728.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,9,Common
729,0729.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,2,Common
730,0730.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,10,Uncommon
731,0731.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,1B in Bitcoin,8,Common
732,0732.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,5B in Bitcoin,4,Common
733,0733.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,9,Rare
734,0734.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,10B in Bitcoin,1,Rare
735,0735.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,2B in Bitcoin,10,Super Rare
736,0736.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,1B in Bitcoin,9,Common
737,0737.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,2,Uncommon
738,0738.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,50B in Bitcoin,1,Uncommon
739,0739.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,8,Common
740,0740.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,9,Common
741,0741.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,7,Common
742,0742.webp,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,3,Common
743,0743.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,2B in Bitcoin,7,Uncommon
744,0744.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,10,Super Rare
745,0745.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,9,Rare
746,0746.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,2,Super Rare
747,0747.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,5B in Bitcoin,4,Common
748,0748.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,1B in Bitcoin,2,Rare
749,0749.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,10B in Bitcoin,3,Common
750,0750.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,10B in Bitcoin,4,Rare
751,0751.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,5B in Bitcoin,6,Common
752,0752.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,2,Common
753,0753.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,5B in Bitcoin,2,Rare
754,0754.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,8,Legendary
755,0755.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,50B in Bitcoin,1,Common
