nftId,Card Id,Name,Bitcoin Text,Sticker,Fortune,Power,Rarity
564,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,8,Common
565,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,5B in Bitcoin,6,Common
566,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,10,Common
567,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,5B in Bitcoin,3,Common
568,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,7,Uncommon
569,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,10B in Bitcoin,4,Super Rare
570,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,5B in Bitcoin,2,Rare
571,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,8,Common
572,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,10,Rare
573,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,5B in Bitcoin,5,Uncommon
574,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,3,Rare
575,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,10B in Bitcoin,7,Uncommon
576,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,1,Uncommon
577,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,3,Uncommon
578,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,2,Common
579,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,4,Uncommon
580,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,1B in Bitcoin,9,Uncommon
581,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,10B in Bitcoin,8,Uncommon
582,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,3,Rare
583,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,2B in Bitcoin,1,Common
584,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,9,Common
585,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,1,Uncommon
586,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,2,Common
587,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,3,Common
588,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,10B in Bitcoin,10,Rare
589,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,2,Uncommon
590,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,3,Uncommon
591,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,2B in Bitcoin,10,Uncommon
592,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,2,Common
593,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,5B in Bitcoin,4,Uncommon
594,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,7,Uncommon
595,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,50B in Bitcoin,3,Common
596,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,10,Rare
597,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,6,Common
598,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,5B in Bitcoin,9,Rare
599,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,2B in Bitcoin,8,Common
600,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,1B in Bitcoin,6,Common
601,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,7,Super Rare
602,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,5,Rare
603,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,5,Rare
604,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,1B in Bitcoin,3,Rare
605,45,Wilfred Sterling,Bitcoin: golden key!,Palm,1B in Bitcoin,3,Common
606,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,5B in Bitcoin,7,Common
607,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,2B in Bitcoin,8,Common
608,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,1B in Bitcoin,10,Super Rare
609,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,5B in Bitcoin,7,Ultra Rare
610,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,5B in Bitcoin,6,Uncommon
611,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,10B in Bitcoin,1,Legendary
612,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,1,Common
613,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,6,Common
614,66,Reginald Montrose,Bitcoin: future surprises!,Palm,10B in Bitcoin,6,Uncommon
615,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,2B in Bitcoin,10,Ultra Rare
616,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,9,Uncommon
617,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,9,Rare
618,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,8,Rare
619,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,10B in Bitcoin,2,Super Rare
620,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,3,Rare
621,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,10B in Bitcoin,8,Ultra Rare
622,45,Wilfred Sterling,Bitcoin: golden key!,Palm,5B in Bitcoin,7,Common
623,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,9,Uncommon
624,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,50B in Bitcoin,6,Uncommon
625,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,8,Uncommon
626,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,1,Common
627,72,Phineas Montclair,Bitcoin: fair magic!,Coin,1B in Bitcoin,5,Uncommon
628,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,1B in Bitcoin,5,Common
629,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,1,Rare
630,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,10B in Bitcoin,3,Common
631,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,1,Common
632,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,4,Common
633,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,10B in Bitcoin,9,Rare
634,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,5B in Bitcoin,8,Ultra Rare
635,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,10B in Bitcoin,6,Uncommon
636,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,1,Common
637,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,5,Common
638,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,1,Uncommon
639,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,10B in Bitcoin,5,Super Rare
640,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,50B in Bitcoin,4,Legendary
641,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,6,Common
642,13,Nathan Ellington,Bitcoin: tech hero!,Orange,2B in Bitcoin,1,Common
643,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,1B in Bitcoin,1,Uncommon
644,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,50B in Bitcoin,1,Legendary
645,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,5B in Bitcoin,8,Common
646,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,3,Rare
647,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,1,Uncommon
648,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,2,Super Rare
649,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,2B in Bitcoin,7,Common
650,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,1B in Bitcoin,10,Super Rare
651,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,10B in Bitcoin,7,Common
652,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,2B in Bitcoin,8,Legendary
653,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,2,Rare
654,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,4,Common
655,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,8,Common
656,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,6,Uncommon
657,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,2B in Bitcoin,7,Uncommon
658,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,10B in Bitcoin,5,Uncommon
659,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,3,Super Rare
660,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,6,Super Rare
661,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,6,Common
662,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,5,Common
663,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,2B in Bitcoin,9,Common
664,15,Hugo Sterling,Bitcoin lights the way!,Rocket,5B in Bitcoin,10,Ultra Rare
665,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,10,Uncommon
666,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,10,Uncommon
667,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,5B in Bitcoin,3,Common
668,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,5,Uncommon
669,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,3,Common
670,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,1B in Bitcoin,7,Super Rare
671,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,9,Super Rare
672,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,3,Uncommon
673,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,9,Common
674,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,1B in Bitcoin,4,Common
675,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,5,Common
676,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,5B in Bitcoin,2,Uncommon
677,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,4,Common
678,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,5B in Bitcoin,9,Uncommon
679,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,2B in Bitcoin,3,Uncommon
680,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,1,Uncommon
681,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,2,Super Rare
682,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,9,Rare
683,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,2B in Bitcoin,10,Super Rare
684,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,10,Common
685,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,1,Common
686,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,5B in Bitcoin,3,Common
687,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,8,Common
688,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,3,Rare
689,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,2,Rare
690,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,5B in Bitcoin,5,Uncommon
691,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,6,Common
692,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,8,Uncommon
693,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,1,Uncommon
694,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,7,Uncommon
695,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,1B in Bitcoin,6,Common
696,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,10B in Bitcoin,9,Rare
697,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,6,Common
698,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,8,Super Rare
699,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,10B in Bitcoin,10,Common
700,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,7,Common
701,72,Phineas Montclair,Bitcoin: fair magic!,Coin,5B in Bitcoin,10,Uncommon
702,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,5B in Bitcoin,5,Rare
703,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,2B in Bitcoin,6,Ultra Rare
704,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,9,Common
705,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,4,Common
706,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,1,Uncommon
707,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,3,Uncommon
708,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,10B in Bitcoin,9,Rare
709,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,2B in Bitcoin,2,Common
710,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,5,Common
711,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,5B in Bitcoin,3,Rare
712,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,1,Uncommon
713,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,1,Rare
714,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,10,Common
715,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,2B in Bitcoin,1,Common
716,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,50B in Bitcoin,2,Super Rare
717,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,8,Rare
718,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,5,Rare
719,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,10B in Bitcoin,9,Ultra Rare
720,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,1,Super Rare
721,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,6,Super Rare
722,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,6,Uncommon
723,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,7,Uncommon
724,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,4,Uncommon
725,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,10B in Bitcoin,7,Common
726,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,2B in Bitcoin,8,Uncommon
727,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,1B in Bitcoin,9,Uncommon
728,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,2B in Bitcoin,7,Ultra Rare
729,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,100B in Bitcoin,2,Common
730,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,5B in Bitcoin,3,Common
731,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,10,Rare
732,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,1B in Bitcoin,2,Uncommon
733,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,1,Super Rare
734,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,10B in Bitcoin,4,Ultra Rare
735,72,Phineas Montclair,Bitcoin: fair magic!,Coin,50B in Bitcoin,5,Common
736,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,50B in Bitcoin,1,Common
737,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,10B in Bitcoin,8,Rare
738,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,5B in Bitcoin,4,Rare
739,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,3,Common
740,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,1B in Bitcoin,7,Common
741,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,5,Common
742,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,10B in Bitcoin,10,Common
743,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,5B in Bitcoin,2,Uncommon
744,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,7,Super Rare
745,13,Nathan Ellington,Bitcoin: tech hero!,Orange,1B in Bitcoin,8,Uncommon
746,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,6,Common
747,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,5,Common
748,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,7,Common
749,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,5B in Bitcoin,7,Common
750,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,6,Uncommon
751,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,1,Common
752,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,1B in Bitcoin,2,Common
753,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,5B in Bitcoin,6,Common
754,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,50B in Bitcoin,10,Uncommon
755,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,10B in Bitcoin,4,Ultra Rare
756,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,10B in Bitcoin,4,Uncommon
757,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,10,Common
758,13,Nathan Ellington,Bitcoin: tech hero!,Orange,5B in Bitcoin,1,Super Rare
759,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,6,Uncommon
760,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,7,Uncommon
761,72,Phineas Montclair,Bitcoin: fair magic!,Coin,1B in Bitcoin,3,Common
762,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,7,Common
763,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,5,Uncommon
764,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,100B in Bitcoin,10,Rare
765,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,3,Rare
766,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,6,Uncommon
767,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,10B in Bitcoin,5,Common
768,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,3,Common
769,13,Nathan Ellington,Bitcoin: tech hero!,Orange,2B in Bitcoin,8,Common
770,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,9,Common
771,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,9,Rare
772,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,10B in Bitcoin,4,Common
773,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,10B in Bitcoin,8,Uncommon
774,13,Nathan Ellington,Bitcoin: tech hero!,Orange,1B in Bitcoin,8,Common
775,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,5,Uncommon
776,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,5B in Bitcoin,1,Uncommon
777,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,10B in Bitcoin,3,Common
778,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,2B in Bitcoin,1,Common
779,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,5,Common
780,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,4,Uncommon
781,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,1,Legendary
782,72,Phineas Montclair,Bitcoin: fair magic!,Coin,1B in Bitcoin,8,Common
783,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,10B in Bitcoin,6,Rare
784,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,2B in Bitcoin,10,Uncommon
785,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,5B in Bitcoin,1,Common
786,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,1B in Bitcoin,7,Common
787,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,1B in Bitcoin,1,Common
788,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,10B in Bitcoin,9,Uncommon
789,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,7,Common
790,13,Nathan Ellington,Bitcoin: tech hero!,Orange,5B in Bitcoin,1,Ultra Rare
791,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,10B in Bitcoin,9,Uncommon
792,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,10B in Bitcoin,2,Rare
793,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,8,Common
794,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,3,Common
795,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,10B in Bitcoin,6,Uncommon
796,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,10,Common
797,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,7,Common
798,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,10B in Bitcoin,6,Common
799,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,8,Ultra Rare
800,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,7,Ultra Rare
801,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,2B in Bitcoin,9,Uncommon
802,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,10B in Bitcoin,5,Common
803,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,1,Ultra Rare
804,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,1B in Bitcoin,1,Super Rare
805,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,10,Rare
806,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,8,Common
807,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,1,Common
808,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,5B in Bitcoin,3,Uncommon
809,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,9,Common
810,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,1,Ultra Rare
811,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,5B in Bitcoin,6,Super Rare
812,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,10B in Bitcoin,1,Common
813,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,2B in Bitcoin,6,Rare
814,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,2B in Bitcoin,1,Common
815,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,5B in Bitcoin,1,Common
816,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,10B in Bitcoin,10,Super Rare
817,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,3,Uncommon
818,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,5B in Bitcoin,1,Common
819,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,1B in Bitcoin,1,Rare
820,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,7,Super Rare
821,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,10B in Bitcoin,2,Super Rare
822,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,2,Rare
823,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,8,Common
824,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,10B in Bitcoin,8,Common
825,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,50B in Bitcoin,9,Common
826,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,3,Common
827,10,Simon Redwood,Bitcoin: freedom now!,Palm,1B in Bitcoin,1,Uncommon
828,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,7,Uncommon
829,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,7,Super Rare
830,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,8,Common
831,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,6,Super Rare
832,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,10B in Bitcoin,9,Common
833,2,Bruno Driscoll,Bitcoin: magic money!,Coin,2B in Bitcoin,5,Super Rare
834,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,2B in Bitcoin,8,Uncommon
835,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,2B in Bitcoin,5,Uncommon
836,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Uncommon
837,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,10B in Bitcoin,9,Uncommon
838,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,2B in Bitcoin,3,Common
839,2,Bruno Driscoll,Bitcoin: magic money!,Coin,5B in Bitcoin,9,Uncommon
840,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,4,Common
841,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,2B in Bitcoin,10,Rare
842,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,2B in Bitcoin,4,Common
843,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,3,Uncommon
844,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,50B in Bitcoin,1,Ultra Rare
845,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,50B in Bitcoin,8,Rare
